"id,Age,Gender,Education_Level,Marital_Status,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt_to_Income_Ratio,Assets_Value,Number_of_Dependents,City,State,Country,Previous_Defaults,Marital_Status_Change,Risk_Rating,Created_At,Cleaned_Income,Updated_DTI,Education_Ordinal_Rank,Default_Flag"
"282,68,Non-binary,""High School"",Widowed,117284.00,716,44218.00,BUSINESS,Self-employed,19,EXCELLENT,0.307246,159939.17,0,Emilyview,GA,Samoa,0,0,High,""2026-04-23 19:13:45"",117284.000000,0.3770,1,0"
"283,48,Non-binary,""High School"",Married,0.00,694,9370.00,PERSONAL,Employed,8,POOR,0.356451,159939.17,1,Haynesview,NE,""Hong Kong"",2,0,Medium,""2026-04-23 19:13:45"",69718.619373,0.1344,1,1"
"285,27,Male,""High School"",Single,88173.00,746,14800.00,PERSONAL,Self-employed,8,FAIR,0.538712,289092.00,0,""South Susanfurt"",KY,Congo,1,1,Low,""2026-04-23 19:13:45"",88173.000000,0.1679,1,1"
"287,66,Non-binary,Bachelor's,Single,22944.00,668,44767.00,AUTO,Employed,7,EXCELLENT,0.448402,31159.00,0,Kevinbury,TX,Belgium,0,2,Medium,""2026-04-23 19:13:45"",22944.000000,1.9511,2,0"
"288,53,Male,PhD,Married,29475.00,725,0.00,HOME,Employed,6,POOR,0.112003,189327.00,4,Jamesborough,OH,Iran,0,0,Low,""2026-04-23 19:13:45"",29475.000000,0.0000,4,0"
"289,51,Male,Bachelor's,Widowed,102141.00,636,0.00,BUSINESS,Unemployed,5,GOOD,0.493768,161711.00,4,Williamsmouth,DC,""Saint Pierre and Miquelon"",2,0,Medium,""2026-04-23 19:13:45"",102141.000000,0.0000,2,1"
"290,38,Female,""High School"",Divorced,99314.00,656,17158.00,PERSONAL,Self-employed,8,EXCELLENT,0.12389,162247.00,4,Diazview,GU,Yemen,2,1,Low,""2026-04-23 19:13:45"",99314.000000,0.1728,1,1"
"291,48,Male,Bachelor's,Single,25465.00,671,36672.00,AUTO,Self-employed,8,FAIR,0.255003,237546.00,4,Markville,PA,Romania,1,1,Medium,""2026-04-23 19:13:45"",25465.000000,1.4401,2,1"
"292,40,Female,""High School"",Widowed,104766.00,688,35808.00,BUSINESS,Employed,15,POOR,0.320768,198067.00,1,""West Scottshire"",MS,""Falkland Islands (Malvinas)"",4,1,High,""2026-04-23 19:13:45"",104766.000000,0.3418,1,1"
"293,66,Non-binary,""High School"",Widowed,94099.00,697.601,41008.00,BUSINESS,Employed,15,POOR,0.224805,137990.00,1,""Lake Ellen"",NC,Tanzania,2,1,Medium,""2026-04-23 19:13:45"",94099.000000,0.4358,1,1"
"295,52,Male,Bachelor's,Widowed,89806.00,699.038,28542.00,PERSONAL,Self-employed,8,GOOD,0.281239,121092.00,3,""South Priscillaland"",NH,France,2,0,Low,""2026-04-23 19:13:45"",89806.000000,0.3178,2,1"
"296,69,Female,Master's,Divorced,118995.00,787,14398.00,AUTO,Employed,15,GOOD,0.488274,148047.00,0,Clarkborough,DE,Bermuda,3,1,Medium,""2026-04-23 19:13:45"",118995.000000,0.1210,3,1"
"297,31,Non-binary,""High School"",Widowed,63322.00,773,8074.00,BUSINESS,Employed,5,FAIR,0.381467,267802.00,3,""Port Michaelmouth"",ID,Romania,1,0,High,""2026-04-23 19:13:45"",63322.000000,0.1275,1,1"
"298,58,Non-binary,""High School"",Divorced,100845.00,606,9288.00,AUTO,Self-employed,19,POOR,0.107825,159939.17,0,""New Larryborough"",AR,Liechtenstein,4,2,Medium,""2026-04-23 19:13:45"",100845.000000,0.0921,1,1"
"299,43,Female,Master's,Single,34821.00,775,22889.00,PERSONAL,Unemployed,18,GOOD,0.118722,278194.00,0,""Lake James"",MD,Niue,3,2,High,""2026-04-23 19:13:45"",34821.000000,0.6573,3,1"
"300,51,Female,PhD,Divorced,23477.00,612,0.00,AUTO,Unemployed,8,FAIR,0.293599,159939.17,4,Michaelmouth,ME,Fiji,0,0,Medium,""2026-04-23 19:13:45"",23477.000000,0.0000,4,0"
"302,66,Non-binary,Master's,Divorced,0.00,687,5387.00,BUSINESS,Self-employed,13,FAIR,0.139044,159939.17,1,Maryburgh,AR,Mauritius,1,1,Low,""2026-04-23 19:13:45"",69934.968970,0.0770,3,1"
"304,56,Male,""High School"",Widowed,73953.00,710,42364.00,HOME,Self-employed,1,GOOD,0.555771,152625.00,1,""North Michael"",NY,""United States Minor Outlying Islands"",2,2,Medium,""2026-04-23 19:13:45"",73953.000000,0.5729,1,1"
"306,53,Female,PhD,Divorced,88669.00,720,17468.00,HOME,Self-employed,6,EXCELLENT,0.575977,199129.00,0,""West Daniel"",NE,Japan,4,1,Low,""2026-04-23 19:13:45"",88669.000000,0.1970,4,1"
"307,39,Non-binary,""High School"",Widowed,98886.00,695,30101.00,AUTO,Employed,17,EXCELLENT,0.441904,200996.00,1,""North Emily"",KS,France,0,2,Low,""2026-04-23 19:13:45"",98886.000000,0.3044,1,0"
"308,33,Non-binary,Bachelor's,Single,46953.00,627,23284.00,BUSINESS,Self-employed,7,GOOD,0.233153,192563.00,3,""West Michelle"",VA,Monaco,0,1,Medium,""2026-04-23 19:13:45"",46953.000000,0.4959,2,0"
"309,40,Male,Master's,Widowed,0.00,627,0.00,PERSONAL,Self-employed,14,GOOD,0.483205,24340.00,0,""Lake Kimberly"",TN,Mauritius,0,1,Medium,""2026-04-23 19:13:45"",69934.968970,0.0000,3,0"
"310,41,Female,""High School"",Married,89852.00,676,27422.00,HOME,Self-employed,9,EXCELLENT,0.486273,205004.00,1,Loweryland,VT,Tonga,4,0,Low,""2026-04-23 19:13:45"",89852.000000,0.3052,1,1"
"311,62,Male,PhD,Divorced,87384.00,606,7297.00,BUSINESS,Self-employed,4,GOOD,0.450293,232491.00,3,""West Melanieton"",MH,Taiwan,0,0,Low,""2026-04-23 19:13:45"",87384.000000,0.0835,4,0"
"312,32,Female,Bachelor's,Married,78360.00,608,47644.00,HOME,Unemployed,1,FAIR,0.112276,271432.00,3,""East Veronica"",KY,Tajikistan,4,0,Low,""2026-04-23 19:13:45"",78360.000000,0.6080,2,1"
"313,24,Male,""High School"",Single,57488.00,777,26533.00,PERSONAL,Employed,2,FAIR,0.408147,159939.17,3,Harrismouth,MN,Kenya,0,0,Medium,""2026-04-23 19:13:45"",57488.000000,0.4615,1,0"
"314,58,Non-binary,PhD,Widowed,64153.00,658,12202.00,HOME,Employed,12,FAIR,0.179217,186472.00,0,""South Lancehaven"",FM,""Sri Lanka"",0,2,Low,""2026-04-23 19:13:45"",64153.000000,0.1902,4,0"
"315,30,Non-binary,Master's,Married,55059.00,756,7413.00,PERSONAL,Employed,5,GOOD,0.494802,29295.00,4,Walkerborough,WA,Tunisia,0,2,Low,""2026-04-23 19:13:45"",55059.000000,0.1346,3,0"
"316,59,Female,Master's,Married,77564.00,612,12357.00,BUSINESS,Employed,1,GOOD,0.453395,111458.00,0,Tylerport,DE,""Marshall Islands"",2,1,Medium,""2026-04-23 19:13:45"",77564.000000,0.1593,3,1"
"317,69,Male,Master's,Widowed,0.00,771,8974.00,BUSINESS,Employed,1,GOOD,0.188338,159939.17,0,""North Ronald"",KS,Cuba,2,1,Low,""2026-04-23 19:13:45"",69934.968970,0.1283,3,1"
"318,43,Female,Master's,Married,104156.00,699.211,30993.00,AUTO,Unemployed,17,FAIR,0.491105,181828.00,0,Alvarezfurt,MS,Norway,4,1,Low,""2026-04-23 19:13:45"",104156.000000,0.2976,3,1"
"319,54,Female,Master's,Divorced,0.00,642,22439.00,HOME,Employed,12,GOOD,0.450882,136141.00,2,""North Vickieborough"",WV,Sudan,2,2,Low,""2026-04-23 19:13:45"",69934.968970,0.3209,3,1"
"320,67,Male,PhD,Single,0.00,672,20203.00,AUTO,Employed,1,POOR,0.29459,182768.00,0,""Lake Juliechester"",MT,China,0,1,Low,""2026-04-23 19:13:45"",70442.604895,0.2868,4,0"
"321,66,Male,Master's,Divorced,64764.00,600,25486.00,AUTO,Employed,17,GOOD,0.454796,79556.00,1,""New Latashabury"",AZ,Reunion,1,0,Medium,""2026-04-23 19:13:45"",64764.000000,0.3935,3,1"
"322,32,Female,""High School"",Widowed,118580.00,636,13116.00,HOME,Self-employed,7,FAIR,0.120713,267284.00,3,Savannahfurt,NC,Mauritius,0,1,Low,""2026-04-23 19:13:45"",118580.000000,0.1106,1,0"
"324,35,Female,Master's,Divorced,84766.00,622,20645.00,BUSINESS,Unemployed,6,FAIR,0.507553,77868.00,3,Blackwellchester,AR,""Cote d'Ivoire"",1,1,Medium,""2026-04-23 19:13:45"",84766.000000,0.2436,3,1"
"325,47,Female,Bachelor's,Married,100664.00,725,12939.00,PERSONAL,Unemployed,2,GOOD,0.143515,258171.00,0,""Port Kimberlyside"",DC,Zambia,1,1,Low,""2026-04-23 19:13:45"",100664.000000,0.1285,2,1"
"326,36,Non-binary,Master's,Divorced,44448.00,631,30975.00,AUTO,Self-employed,18,GOOD,0.19428,130657.00,2,""South Matthewmouth"",MP,Bhutan,3,1,High,""2026-04-23 19:13:45"",44448.000000,0.6969,3,1"
"327,61,Male,PhD,Widowed,26518.00,759,21161.00,PERSONAL,Employed,18,POOR,0.323939,135490.00,1,""East Timothy"",CO,Zimbabwe,0,0,Low,""2026-04-23 19:13:45"",26518.000000,0.7980,4,0"
"328,65,Non-binary,PhD,Single,0.00,645,0.00,BUSINESS,Unemployed,14,POOR,0.56997,118975.00,3,Bradyfort,ND,Botswana,4,1,Medium,""2026-04-23 19:13:45"",70442.604895,0.0000,4,1"
"329,68,Female,""High School"",Single,113923.00,601,44653.00,AUTO,Employed,1,GOOD,0.270091,263788.00,2,""New Lindsay"",OH,Mayotte,2,2,High,""2026-04-23 19:13:45"",113923.000000,0.3920,1,1"
"331,59,Female,Bachelor's,Divorced,117869.00,745,0.00,BUSINESS,Employed,8,FAIR,0.550514,159939.17,1,Annborough,AK,""San Marino"",0,1,Low,""2026-04-23 19:13:45"",117869.000000,0.0000,2,0"
"332,47,Male,Bachelor's,Married,36967.00,783,36845.00,AUTO,Unemployed,11,FAIR,0.434925,159939.17,2,""South Brendashire"",RI,""Norfolk Island"",0,1,Medium,""2026-04-23 19:13:45"",36967.000000,0.9967,2,0"
"333,29,Female,Bachelor's,Married,58785.00,644,19414.00,HOME,Employed,3,POOR,0.210366,71979.00,0,Crossland,AS,""Costa Rica"",1,1,Low,""2026-04-23 19:13:45"",58785.000000,0.3303,2,1"
"335,66,Non-binary,PhD,Divorced,111109.00,664,16734.00,AUTO,Unemployed,0,FAIR,0.20118,246188.00,0,""Port Frank"",RI,Grenada,2,2,High,""2026-04-23 19:13:45"",111109.000000,0.1506,4,1"
"336,49,Non-binary,PhD,Married,24507.00,676,0.00,AUTO,Self-employed,5,GOOD,0.561908,131303.00,2,""East Seanmouth"",ND,Pakistan,1,2,Low,""2026-04-23 19:13:45"",24507.000000,0.0000,4,1"
"337,36,Female,PhD,Widowed,52548.00,766,8458.00,AUTO,Employed,11,FAIR,0.240513,62171.00,1,Simsfurt,WI,""Falkland Islands (Malvinas)"",3,1,Low,""2026-04-23 19:13:45"",52548.000000,0.1610,4,1"
"338,40,Non-binary,Bachelor's,Widowed,48287.00,610,25909.00,HOME,Unemployed,10,EXCELLENT,0.226011,119245.00,1,Stephanieland,AZ,""Hong Kong"",0,2,Low,""2026-04-23 19:13:45"",48287.000000,0.5366,2,0"
"339,45,Female,""High School"",Divorced,0.00,798,43226.00,BUSINESS,Unemployed,4,EXCELLENT,0.506576,251522.00,0,""New Angelabury"",VT,""Faroe Islands"",2,0,Low,""2026-04-23 19:13:45"",69718.619373,0.6200,1,1"
"340,64,Male,PhD,Married,93471.00,784,23013.00,AUTO,Employed,8,GOOD,0.211859,171215.00,2,""North Christinestad"",SD,Greenland,0,1,Low,""2026-04-23 19:13:45"",93471.000000,0.2462,4,0"
"341,56,Non-binary,""High School"",Divorced,36600.00,724,26718.00,BUSINESS,Unemployed,17,EXCELLENT,0.179216,34116.00,4,Henrystad,PR,""Libyan Arab Jamahiriya"",4,0,Low,""2026-04-23 19:13:45"",36600.000000,0.7300,1,1"
"342,37,Female,Master's,Widowed,117778.00,699.211,27540.00,HOME,Unemployed,14,POOR,0.478088,254284.00,0,""Lake Ryan"",IN,""Cook Islands"",1,0,Medium,""2026-04-23 19:13:45"",117778.000000,0.2338,3,1"
"343,55,Male,Bachelor's,Widowed,91114.00,699.038,0.00,AUTO,Self-employed,12,POOR,0.280709,235918.00,0,Hermanview,NC,Chile,1,2,High,""2026-04-23 19:13:45"",91114.000000,0.0000,2,1"
"344,58,Male,Bachelor's,Widowed,24383.00,697,40312.00,BUSINESS,Employed,15,FAIR,0.598184,159939.17,3,Velezfurt,OK,""Heard Island and McDonald Islands"",1,2,Low,""2026-04-23 19:13:45"",24383.000000,1.6533,2,1"
"345,46,Male,PhD,Married,37986.00,741,5217.00,PERSONAL,Unemployed,11,EXCELLENT,0.243269,24766.00,4,""North Stephanie"",LA,""Saint Lucia"",2,2,Medium,""2026-04-23 19:13:45"",37986.000000,0.1373,4,1"
"346,66,Male,PhD,Married,100520.00,722,23612.00,BUSINESS,Self-employed,12,GOOD,0.311233,188023.00,0,Susanland,AR,Jersey,0,2,Low,""2026-04-23 19:13:45"",100520.000000,0.2349,4,0"
"347,27,Female,Bachelor's,Single,55423.00,785,10956.00,PERSONAL,Employed,7,FAIR,0.336585,73141.00,4,""Port Lindseyfort"",MO,""Saint Kitts and Nevis"",1,1,Medium,""2026-04-23 19:13:45"",55423.000000,0.1977,2,1"
"348,68,Non-binary,""High School"",Widowed,107151.00,754,39626.00,BUSINESS,Employed,13,FAIR,0.302066,147103.00,1,""South Aprilbury"",TX,""Equatorial Guinea"",2,2,Low,""2026-04-23 19:13:45"",107151.000000,0.3698,1,1"
"349,54,Male,""High School"",Married,23794.00,754,42272.00,PERSONAL,Unemployed,5,GOOD,0.534887,273159.00,4,Mannmouth,MT,Angola,3,2,High,""2026-04-23 19:13:45"",23794.000000,1.7766,1,1"
"352,67,Female,""High School"",Single,0.00,679,5317.00,AUTO,Unemployed,12,POOR,0.352002,202102.00,4,Jonathanmouth,DE,Guinea-Bissau,4,0,Medium,""2026-04-23 19:13:45"",69718.619373,0.0763,1,1"
"353,50,Female,Bachelor's,Divorced,43324.00,725,16412.00,BUSINESS,Self-employed,0,FAIR,0.305513,201283.00,0,Wardhaven,ND,Tuvalu,2,1,Low,""2026-04-23 19:13:45"",43324.000000,0.3788,2,1"
"354,44,Non-binary,PhD,Widowed,0.00,794,36521.00,PERSONAL,Self-employed,2,FAIR,0.418626,122318.00,2,""East Martin"",IL,Algeria,2,0,Low,""2026-04-23 19:13:45"",70442.604895,0.5185,4,1"
"355,22,Female,PhD,Divorced,64649.00,701.157,38312.00,PERSONAL,Self-employed,0,GOOD,0.459164,114375.00,0,Desireeville,AS,Niue,0,2,Medium,""2026-04-23 19:13:45"",64649.000000,0.5926,4,0"
"356,39,Male,""High School"",Single,20530.00,697.601,26736.00,AUTO,Unemployed,11,GOOD,0.240661,137469.00,4,Austinmouth,GU,Congo,2,1,Medium,""2026-04-23 19:13:45"",20530.000000,1.3023,1,1"
"357,63,Male,Bachelor's,Divorced,117980.00,750,34913.00,AUTO,Employed,14,FAIR,0.319714,79180.00,4,Higginsport,IN,Myanmar,4,0,Medium,""2026-04-23 19:13:45"",117980.000000,0.2959,2,1"
"359,54,Non-binary,PhD,Widowed,108291.00,708,0.00,PERSONAL,Self-employed,2,GOOD,0.269837,155916.00,2,""New Brandonland"",OK,Swaziland,0,2,Medium,""2026-04-23 19:13:45"",108291.000000,0.0000,4,0"
"360,66,Male,Bachelor's,Divorced,79893.00,641,8341.00,PERSONAL,Employed,5,EXCELLENT,0.186696,213287.00,4,Amberfort,VI,Oman,4,0,Medium,""2026-04-23 19:13:45"",79893.000000,0.1044,2,1"
"361,66,Non-binary,Bachelor's,Divorced,21299.00,621,14131.00,PERSONAL,Self-employed,17,GOOD,0.495209,272640.00,2,Karenborough,AL,Niger,2,0,Low,""2026-04-23 19:13:45"",21299.000000,0.6635,2,1"
"362,45,Non-binary,Master's,Divorced,37829.00,618,29082.00,PERSONAL,Employed,1,GOOD,0.156128,44527.00,0,Meaganton,WA,Iran,4,2,Low,""2026-04-23 19:13:45"",37829.000000,0.7688,3,1"
"363,20,Male,PhD,Single,0.00,643,47450.00,AUTO,Employed,1,EXCELLENT,0.557895,121853.00,2,""Lake Christina"",NY,Belize,0,0,Low,""2026-04-23 19:13:45"",70442.604895,0.6736,4,0"
"364,65,Male,Bachelor's,Divorced,82713.00,658,15995.00,HOME,Employed,2,EXCELLENT,0.333556,77072.00,2,Erinchester,NJ,Andorra,1,2,Low,""2026-04-23 19:13:45"",82713.000000,0.1934,2,1"
"365,59,Male,""High School"",Divorced,37373.00,743,12455.00,HOME,Employed,9,POOR,0.303733,166261.00,2,""Lake Kelsey"",AL,Chile,1,1,Low,""2026-04-23 19:13:45"",37373.000000,0.3333,1,1"
"366,51,Male,Master's,Widowed,53921.00,787,36488.00,PERSONAL,Unemployed,3,GOOD,0.551111,159939.17,4,Williamsfurt,SC,Seychelles,3,1,Medium,""2026-04-23 19:13:45"",53921.000000,0.6767,3,1"
"367,48,Non-binary,""High School"",Married,0.00,647,49953.00,HOME,Self-employed,15,EXCELLENT,0.174127,147097.00,2,""South Stephanie"",IL,Namibia,3,2,Medium,""2026-04-23 19:13:45"",69718.619373,0.7165,1,1"
"368,47,Male,""High School"",Divorced,52577.00,625,33975.00,HOME,Employed,7,POOR,0.25784,190682.00,2,""Port Randalltown"",VA,Korea,2,0,Low,""2026-04-23 19:13:45"",52577.000000,0.6462,1,1"
"369,38,Non-binary,Master's,Single,52903.00,736,37009.00,PERSONAL,Unemployed,19,GOOD,0.472939,291166.00,2,""West Carla"",TX,Portugal,0,0,Medium,""2026-04-23 19:13:45"",52903.000000,0.6996,3,0"
"370,42,Male,""High School"",Single,91859.00,604,35264.00,HOME,Self-employed,0,POOR,0.109759,159939.17,2,Campbellborough,VT,""San Marino"",2,0,Medium,""2026-04-23 19:13:45"",91859.000000,0.3839,1,1"
"371,39,Female,Bachelor's,Widowed,36489.00,609,7961.00,AUTO,Self-employed,9,EXCELLENT,0.591416,181869.00,2,""South Lisa"",ID,Mayotte,4,2,Low,""2026-04-23 19:13:45"",36489.000000,0.2182,2,1"
"372,41,Female,""High School"",Single,0.00,697.601,13475.00,HOME,Employed,4,FAIR,0.534107,159939.17,1,""East Wayneberg"",TX,Myanmar,4,2,Medium,""2026-04-23 19:13:45"",69718.619373,0.1933,1,1"
"374,44,Male,Bachelor's,Single,102757.00,699.038,19965.00,PERSONAL,Unemployed,7,EXCELLENT,0.567863,81592.00,2,""New Jonathonfort"",WV,""Saint Pierre and Miquelon"",4,1,Medium,""2026-04-23 19:13:45"",102757.000000,0.1943,2,1"
"375,34,Male,""High School"",Widowed,104879.00,711,0.00,PERSONAL,Self-employed,8,GOOD,0.488924,271964.00,0,""West Jeff"",MN,Latvia,1,2,Medium,""2026-04-23 19:13:45"",104879.000000,0.0000,1,1"
"376,53,Male,Bachelor's,Married,32328.00,688,24731.00,HOME,Self-employed,15,FAIR,0.588002,294239.00,1,Noahfort,AL,Aruba,0,0,Low,""2026-04-23 19:13:45"",32328.000000,0.7650,2,0"
"377,34,Male,Master's,Widowed,119430.00,690,14595.00,AUTO,Employed,1,GOOD,0.227205,159939.17,0,Joshuastad,AR,France,3,1,Low,""2026-04-23 19:13:45"",119430.000000,0.1222,3,1"
"379,47,Male,PhD,Widowed,0.00,616,0.00,AUTO,Unemployed,14,FAIR,0.321816,208969.00,3,""South Justinburgh"",MO,Austria,3,2,Low,""2026-04-23 19:13:45"",70442.604895,0.0000,4,1"
"380,25,Non-binary,Bachelor's,Married,33727.00,622,33180.00,PERSONAL,Self-employed,6,FAIR,0.354036,233379.00,0,Nguyenland,TX,Iceland,1,1,Low,""2026-04-23 19:13:45"",33727.000000,0.9838,2,1"
"381,41,Non-binary,PhD,Widowed,56660.00,671,46052.00,BUSINESS,Self-employed,8,GOOD,0.172078,87601.00,1,Cunninghammouth,MT,Singapore,0,2,Low,""2026-04-23 19:13:45"",56660.000000,0.8128,4,0"
"382,66,Male,PhD,Single,111951.00,706,12827.00,AUTO,Self-employed,19,EXCELLENT,0.20428,159939.17,2,Reevesshire,SC,Jersey,3,0,Low,""2026-04-23 19:13:45"",111951.000000,0.1146,4,1"
"383,66,Female,PhD,Married,88993.00,705,36158.00,PERSONAL,Unemployed,16,FAIR,0.169031,157492.00,0,Nicholastown,MH,Nauru,2,0,Low,""2026-04-23 19:13:45"",88993.000000,0.4063,4,1"
"385,38,Non-binary,PhD,Married,104614.00,648,40992.00,HOME,Unemployed,2,FAIR,0.321351,166986.00,3,""New Shawnborough"",HI,Guatemala,3,1,High,""2026-04-23 19:13:45"",104614.000000,0.3918,4,1"
"386,32,Male,Master's,Married,99211.00,631,44886.00,PERSONAL,Unemployed,3,FAIR,0.22132,123213.00,1,""New Dylan"",SD,Rwanda,4,1,High,""2026-04-23 19:13:45"",99211.000000,0.4524,3,1"
"387,57,Non-binary,Master's,Divorced,0.00,692,35771.00,HOME,Employed,1,GOOD,0.576417,149782.00,0,Leefurt,HI,""Cocos (Keeling) Islands"",2,2,Low,""2026-04-23 19:13:45"",69934.968970,0.5115,3,1"
"388,58,Non-binary,""High School"",Divorced,82583.00,768,30366.00,HOME,Self-employed,9,POOR,0.576256,119096.00,2,""Lake Andrewmouth"",PR,Algeria,4,0,Low,""2026-04-23 19:13:45"",82583.000000,0.3677,1,1"
"389,51,Non-binary,""High School"",Single,98539.00,746,0.00,AUTO,Employed,18,EXCELLENT,0.25536,173544.00,0,Guerrachester,AK,""Christmas Island"",1,2,Medium,""2026-04-23 19:13:45"",98539.000000,0.0000,1,1"
"391,61,Female,Bachelor's,Single,25702.00,650,31654.00,AUTO,Employed,15,EXCELLENT,0.161251,149488.00,0,""South Jessicafurt"",WA,""Christmas Island"",1,2,Low,""2026-04-23 19:13:45"",25702.000000,1.2316,2,1"
"392,21,Female,Bachelor's,Single,23582.00,736,19309.00,PERSONAL,Unemployed,2,GOOD,0.464172,229415.00,4,""West Jennifer"",OK,Romania,3,2,Low,""2026-04-23 19:13:45"",23582.000000,0.8188,2,1"
"393,69,Female,Master's,Divorced,49018.00,783,0.00,BUSINESS,Self-employed,7,POOR,0.404283,295856.00,3,""East Mark"",TN,Chad,2,1,Medium,""2026-04-23 19:13:45"",49018.000000,0.0000,3,1"
"395,45,Female,PhD,Widowed,33515.00,701.157,7845.00,PERSONAL,Unemployed,14,EXCELLENT,0.130865,273937.00,0,""North Karen"",NE,Gabon,3,0,Low,""2026-04-23 19:13:45"",33515.000000,0.2341,4,1"
"396,27,Male,Master's,Single,114452.00,668,36683.00,AUTO,Self-employed,2,POOR,0.382633,191602.00,4,Herrerastad,WA,""French Guiana"",0,2,Low,""2026-04-23 19:13:45"",114452.000000,0.3205,3,0"
"397,67,Male,Bachelor's,Married,0.00,699.038,37439.00,HOME,Unemployed,17,FAIR,0.468534,36027.00,3,""Port Joelborough"",VT,Japan,4,1,High,""2026-04-23 19:13:45"",69652.443967,0.5375,2,1"
"398,36,Male,Master's,Married,35782.00,735,5371.00,BUSINESS,Employed,10,GOOD,0.406847,172202.00,0,""South Matthewstad"",IL,Vietnam,0,1,Low,""2026-04-23 19:13:45"",35782.000000,0.1501,3,0"
"400,38,Male,PhD,Divorced,54563.00,698,32788.00,BUSINESS,Self-employed,19,POOR,0.111038,240903.00,1,Holmesville,SD,""El Salvador"",0,0,Medium,""2026-04-23 19:13:45"",54563.000000,0.6009,4,0"
"401,64,Female,Bachelor's,Single,25156.00,667,14519.00,HOME,Employed,6,FAIR,0.585498,159939.17,0,Zacharystad,TX,""Sri Lanka"",2,0,Medium,""2026-04-23 19:13:45"",25156.000000,0.5772,2,1"
"402,56,Non-binary,Master's,Married,35299.00,625,24860.00,HOME,Employed,7,POOR,0.574404,229939.00,3,""Lake Stephanieborough"",OR,Oman,0,1,Low,""2026-04-23 19:13:45"",35299.000000,0.7043,3,0"
"403,41,Non-binary,Bachelor's,Divorced,0.00,700,28992.00,HOME,Employed,16,FAIR,0.561611,273625.00,1,Chadchester,OH,Denmark,0,2,Medium,""2026-04-23 19:13:45"",69652.443967,0.4162,2,0"
"404,57,Female,""High School"",Divorced,59015.00,774,36334.00,PERSONAL,Unemployed,16,EXCELLENT,0.263725,50529.00,3,Walkermouth,PW,Singapore,0,2,Low,""2026-04-23 19:13:45"",59015.000000,0.6157,1,0"
"405,31,Male,PhD,Divorced,31480.00,721,45906.00,AUTO,Unemployed,10,FAIR,0.568742,107560.00,0,""Port Elizabethtown"",WV,""Czech Republic"",2,0,Low,""2026-04-23 19:13:45"",31480.000000,1.4583,4,1"
"406,48,Non-binary,Bachelor's,Single,66815.00,662,44872.00,PERSONAL,Employed,13,POOR,0.393502,95401.00,2,Schroedertown,ND,""Saint Barthelemy"",0,0,Low,""2026-04-23 19:13:45"",66815.000000,0.6716,2,0"
"407,53,Male,Master's,Widowed,101738.00,744,0.00,PERSONAL,Unemployed,16,GOOD,0.443097,288445.00,0,Pattersonfort,VI,Montserrat,0,0,Low,""2026-04-23 19:13:45"",101738.000000,0.0000,3,0"
"408,37,Non-binary,PhD,Single,74337.00,630,17919.00,AUTO,Employed,5,FAIR,0.520814,219321.00,4,Lindsaymouth,OK,Turkey,0,1,Low,""2026-04-23 19:13:45"",74337.000000,0.2411,4,0"
"410,57,Female,""High School"",Married,0.00,788,5082.00,AUTO,Self-employed,12,EXCELLENT,0.267405,136453.00,0,Bowenport,LA,Dominica,3,2,Low,""2026-04-23 19:13:45"",69718.619373,0.0729,1,1"
"412,47,Male,Bachelor's,Married,111352.00,688,15044.00,AUTO,Self-employed,3,EXCELLENT,0.290151,283782.00,2,Thomaschester,ME,""Sierra Leone"",2,1,Low,""2026-04-23 19:13:45"",111352.000000,0.1351,2,1"
"413,48,Male,PhD,Widowed,106151.00,626,34164.00,AUTO,Unemployed,10,GOOD,0.59971,22135.00,0,""South Renee"",SC,Kenya,2,2,Low,""2026-04-23 19:13:45"",106151.000000,0.3218,4,1"
"414,48,Male,PhD,Widowed,0.00,630,0.00,BUSINESS,Employed,13,GOOD,0.341781,247734.00,2,Carsonmouth,MP,Ireland,0,0,Low,""2026-04-23 19:13:45"",70442.604895,0.0000,4,0"
"418,49,Female,""High School"",Divorced,49870.00,625,29285.00,HOME,Self-employed,7,POOR,0.11021,187903.00,2,Wattsview,CT,Moldova,4,0,Low,""2026-04-23 19:13:45"",49870.000000,0.5872,1,1"
"419,63,Female,Bachelor's,Married,113526.00,621,32419.00,BUSINESS,Self-employed,10,POOR,0.578291,86539.00,0,""Port Heatherport"",MA,Sudan,2,2,Low,""2026-04-23 19:13:45"",113526.000000,0.2856,2,1"
"420,39,Non-binary,Master's,Married,117031.00,650,5301.00,PERSONAL,Self-employed,15,POOR,0.510808,157142.00,0,""Lake Anthony"",FM,""Bosnia and Herzegovina"",0,1,Low,""2026-04-23 19:13:45"",117031.000000,0.0453,3,0"
"421,54,Female,Bachelor's,Married,74240.00,633,11854.00,BUSINESS,Unemployed,5,GOOD,0.351535,76783.00,1,""Lake Natalie"",FM,Poland,4,2,Low,""2026-04-23 19:13:45"",74240.000000,0.1597,2,1"
"422,58,Non-binary,Bachelor's,Single,30352.00,722,45519.00,PERSONAL,Self-employed,10,FAIR,0.585704,159939.17,0,""East Johnfurt"",MO,Guinea-Bissau,1,0,Medium,""2026-04-23 19:13:45"",30352.000000,1.4997,2,1"
